"REVIEW_ID","ENTITY","ATTRIBUTE"
"ChZDSUhNMG9nS0VJQ0FnSUNXOFAzYVVBEAE","bite","quick"
"ChZDSUhNMG9nS0VJQ0FnSURTNzhQRWZBEAE","patio","nice"
"ChZDSUhNMG9nS0VJQ0FnSURQdV9HVmZREAE","cinnamon nuggets","loved"
"ChRDSUhNMG9nS0VJQ0FnSUQzdWMwSRAB","milkshake","routine"
"ChZDSUhNMG9nS0VJQ0FnSUQzck1fOFZBEAE","manager","lovely"
"ChZDSUhNMG9nS0VJQ0FnSURrMWVDa2JBEAE","employees","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUMzNEpmaGxnRRAB","experience","great"
"ChdDSUhNMG9nS0VJQ0FnSURQcHZuTTJnRRAB","customers","left"
"ChZDSUhNMG9nS0VJQ0FnSUN2bGF5S0lBEAE","staff","nice"
"ChdDSUhNMG9nS0VJQ0FnSURQMHVPdjlRRRAB","loaded baked potato","incredible"
"ChZDSUhNMG9nS0VJQ0FnSUMza09pamRnEAE","app","defect"
"ChZDSUhNMG9nS0VJQ0FnSUQzZ2VpUFRnEAE","treats","warm"
"ChdDSUhNMG9nS0VJQ0FnSUN2MmREOXdBRRAB","customer service","rude"
"ChZDSUhNMG9nS0VJQ0FnSURXN1lLY1dREAE","food","reheated"
"ChdDSUhNMG9nS0VJQ0FnSUNQN29PbXl3RRAB","customer service","top tier"
"ChdDSUhNMG9nS0VJQ0FnSUMzME9hOG1RRRAB","lunch manager","not helping"
"ChZDSUhNMG9nS0VJQ0FnSUMzMnZTN0JBEAE","service","not the best"
"ChdDSUhNMG9nS0VJQ0FnSUNQNUxuYmx3RRAB","gentleman","kind"
"ChdDSUhNMG9nS0VJQ0FnSUNQNHZfUXRnRRAB","hair","black"
"ChZDSUhNMG9nS0VJQ0FnSURQaVlhckF3EAE","asset","great"
"ChdDSUhNMG9nS0VJQ0FnSUN2NXZmWDR3RRAB","meat","piled high"
"ChdDSUhNMG9nS0VJQ0FnSUNQdE91cnFBRRAB","mini pretzel dogs","not made yet"
"ChZDSUhNMG9nS0VJQ0FnSUNQbFpXNmRnEAE","ice cream cake","fantastic"
"ChdDSUhNMG9nS0VJQ0FnSUMzbWVURDJ3RRAB","potato","no spuds"
"ChZDSUhNMG9nS0VJQ0FnSUR5X3JHaGRREAE","workers","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNQd04tLWJREAE","food","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQzdmJlNGlnRRAB","restaurant","culinary adventure"
"ChdDSUhNMG9nS0VJQ0FnSUN2dk1uTm9nRRAB","Addilyn","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUN2OU5XajRRRRAB","design","dark"
"ChZDSUhNMG9nS0VJQ0FnSUN2NGRHNUpBEAE","Food","bland"
"ChZDSUhNMG9nS0VJQ0FnSUQzcTh2aFJnEAE","staff","kind"
"ChdDSUhNMG9nS0VJQ0FnSUMzeWFIZjZBRRAB","management","needed ASAP"
"ChdDSUhNMG9nS0VJQ0FnSUMzamNhTXhBRRAB","answer","automated"
"ChZDSUhNMG9nS0VJQ0FnSUQzNWJPbkRREAE","deluxe Original","good"
"ChZDSUhNMG9nS0VJQ0FnSUNQa3BDVmZ3EAE","Classic","filling"
"ChdDSUhNMG9nS0VJQ0FnSURQamY2aWdnRRAB","salads","awesome"
"ChdDSUhNMG9nS0VJQ0FnSUN2d2FuODVBRRAB","attitude","horrible"
"ChdDSUhNMG9nS0VJQ0FnSUQzdG95UjdBRRAB","pizza","no pizza sauce"
"ChZDSUhNMG9nS0VJQ0FnSUQzN1p2M0lREAE","salad","ok"
"ChdDSUhNMG9nS0VJQ0FnSURQekxhTnVnRRAB","food","disgusting"
"ChdDSUhNMG9nS0VJQ0FnSUQzaGJDTXVRRRAB","counter worker","lazy"
"ChZDSUhNMG9nS0VJQ0FnSUNKeE9UMkdnEAE","roast beef, dijon mustard horseradish, cheddar sandwich","loving"
"ChdDSUhNMG9nS0VJQ0FnSURQMmNHUzNnRRAB","response","immediate"
"ChdDSUhNMG9nS0VJQ0FnSUQzbDQ3RTlBRRAB","food","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUN2dkp6c053EAE","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUQzdmFPQnBRRRAB","manager","genuine"
"ChdDSUhNMG9nS0VJQ0FnSUMzeDhPQ2pBRRAB","service","slow"
"ChdDSUhNMG9nS0VJQ0FnSURQeHF5SXpBRRAB","everything","up to par"
"ChZDSUhNMG9nS0VJQ0FnSUNQaU9xT0p3EAE","bowl","getting somebody’s leftovers"
"ChdDSUhNMG9nS0VJQ0FnSUMzdU52STRBRRAB","food","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQzOU9qUW1nRRAB","club sandwich","tasty"
"ChdDSUhNMG9nS0VJQ0FnSUN2c3QtZ3FRRRAB","service","horrible"
"ChZDSUhNMG9nS0VJQ0FnSURQbHEtMUZ3EAE","items","very good"
"ChdDSUhNMG9nS0VJQ0FnSUNQMnJLYnpnRRAB","sandwiches","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUQza29PbGhnRRAB","food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUNQaU5ENDVBRRAB","Nicole, Mark and Jeff","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUQzaDd6c1lREAE","drinks","healthy"
"ChdDSUhNMG9nS0VJQ0FnSUMzeDh1U3BBRRAB","customer service","great"
"ChZDSUhNMG9nS0VJQ0FnSUQzd0x2alVREAE","location","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUMzd3JqT25nRRAB","employees","too many"
"ChZDSUhNMG9nS0VJQ0FnSUN2d3Z1NU1nEAE","Cinnabon","ridiculous"
"ChdDSUhNMG9nS0VJQ0FnSUNQeVp2Mmd3RRAB","calzone","heaven"
"ChdDSUhNMG9nS0VJQ0FnSUQzdU8zYXRRRRAB","extra charge for guac or queso","skimpy"
"ChdDSUhNMG9nS0VJQ0FnSURQdmRTY3lnRRAB","customer service","A++++"
"ChdDSUhNMG9nS0VJQ0FnSURUbloyZ2lRRRAB","soup","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUMzMWZHaTRRRRAB","lady","takes forever on purpose"
"ChdDSUhNMG9nS0VJQ0FnSURQaFl6OHVRRRAB","service","bad"
"ChdDSUhNMG9nS0VJQ0FnSUMzNTh2UDJBRRAB","experience","incredibly frustrating"
"ChZDSUhNMG9nS0VJQ0FnSUMzaE1MaFBBEAE","cashier","short"
"ChZDSUhNMG9nS0VJQ0FnSURQaXUzcFZ3EAE","food","good"
"ChdDSUhNMG9nS0VJQ0FnSURQck5xcHRRRRAB","deli","reliably delicious"
"ChZDSUhNMG9nS0VJQ0FnSUMzb01lUlpBEAE","employees","not very knowledgeable"
"ChdDSUhNMG9nS0VJQ0FnSUNQNWMtSS1nRRAB","black lady","nicest"
"ChZDSUhNMG9nS0VJQ0FnSURQb1p2ekVREAE","drive thru","open till 9pm"
"ChZDSUhNMG9nS0VJQ0FnSURQMzZHY0xBEAE","indoor tables arrangement","reduce noise"
"ChdDSUhNMG9nS0VJQ0FnSURQdmNqeXJBRRAB","food","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQOExYLUJREAE","staff","efficient"
"ChdDSUhNMG9nS0VJQ0FnSUQzNmJHTnBRRRAB","restaurant","clean"
"ChZDSUhNMG9nS0VJQ0FnSUN2eGFYVERREAE","girl","Hispanic descent"
"ChdDSUhNMG9nS0VJQ0FnSUN2MU9Lemh3RRAB","pizza","great"
"ChdDSUhNMG9nS0VJQ0FnSURQZzRHVi1nRRAB","service","fast"
"ChdDSUhNMG9nS0VJQ0FnSUQzMXVXRWdRRRAB","Moe's Monday","killing"
"ChZDSUhNMG9nS0VJQ0FnSURQcHBuZFZ3EAE","employees","no food handling skills"
"ChdDSUhNMG9nS0VJQ0FnSUN2M0tXajl3RRAB","queso","missing"
"ChdDSUhNMG9nS0VJQ0FnSUNQM3JhMzRRRRAB","you","better"
"ChdDSUhNMG9nS0VJQ0FnSUM1Z2NpRmlnRRAB","tea lemonade","favorite"
"ChZDSUhNMG9nS0VJQ0FnSUMzenJyY0dnEAE","McAllisters","best"
"ChdDSUhNMG9nS0VJQ0FnSUMzd0ltU2xRRRAB","staff","nice"
"ChZDSUhNMG9nS0VJQ0FnSUQzaC1ESGN3EAE","supervisor","confident"
"ChdDSUhNMG9nS0VJQ0FnSUN2N01ibXpBRRAB","sandwich","soggy"
"ChdDSUhNMG9nS0VJQ0FnSUMzMmYtUmdBRRAB","Melissa","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUMzcnZidDdnRRAB","pizza","recommended"
"ChZDSUhNMG9nS0VJQ0FnSURHaW9fQmJnEAE","new owners","on top of things"
"ChZDSUhNMG9nS0VJQ0FnSUQzbk9tbEx3EAE","redfish","over cooked"
"ChdDSUhNMG9nS0VJQ0FnSUNQbHRUVWxBRRAB","grill","shut down"
"ChZDSUhNMG9nS0VJQ0FnSURQcHJiMmNnEAE","food","excellent"
"ChZDSUhNMG9nS0VJQ0FnSUN2c2FLZWJnEAE","boy who spoke Spanish","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUN2elAyUnl3RRAB","coke","cheap"
"ChZDSUhNMG9nS0VJQ0FnSUNQX3EzakV3EAE","bathroom ceiling","covered in mold"
"ChZDSUhNMG9nS0VJQ0FnSUMzOWN6eE13EAE","orders","correct"
"ChZDSUhNMG9nS0VJQ0FnSURQOHV5blBnEAE","rolls","gooey"
"ChZDSUhNMG9nS0VJQ0FnSUMzdTllWU1nEAE","restaurant","temporarily closed"
"ChZDSUhNMG9nS0VJQ0FnSURQM1otNlZBEAE","sandwich","moist"
"ChZDSUhNMG9nS0VJQ0FnSUMzMkpXblFBEAE","staff","prompt"
"ChdDSUhNMG9nS0VJQ0FnSURQX3NLcHBnRRAB","turkey sandwich","long wait"
"ChZDSUhNMG9nS0VJQ0FnSUMzcWVHYkRREAE","service","great"
"ChZDSUhNMG9nS0VJQ0FnSUNIemFlTU53EAE","tip request","weird"
"ChdDSUhNMG9nS0VJQ0FnSUQzclpqZ2tBRRAB","kids","no supervision"
"ChdDSUhNMG9nS0VJQ0FnSUN2ckpHWTRBRRAB","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUNQOVBxcmlnRRAB","service","slow"
"ChdDSUhNMG9nS0VJQ0FnSUQzLUlTUGtnRRAB","restaurant","consistent"
"ChZDSUhNMG9nS0VJQ0FnSURYel9Xdkh3EAE","food","filling"
"ChdDSUhNMG9nS0VJQ0FnSURvMElLNi1nRRAB","taste","good"
"ChdDSUhNMG9nS0VJQ0FnSURQbTlUNG5RRRAB","staff","playing"
"ChZDSUhNMG9nS0VJQ0FnSURYai1mYU1BEAE","meal","too spicy"
"ChdDSUhNMG9nS0VJQ0FnSUMza0tqYjVRRRAB","treat","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUMzdy1HUkNBEAE","gluten free bread","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQNE1fR2VnEAE","bread","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUN2ck9MNG93RRAB","bathrooms","dirty"
"ChdDSUhNMG9nS0VJQ0FnSUNsLXNuSDdBRRAB","original sandwich","best"
"ChZDSUhNMG9nS0VJQ0FnSUMzbnU3QURBEAE","time","waiting"
"ChdDSUhNMG9nS0VJQ0FnSURVd3Jpa3J3RRAB","sandwich","original"
"ChZDSUhNMG9nS0VJQ0FnSUQzdWFfRUpREAE","sandwiches","polite"
"ChdDSUhNMG9nS0VJQ0FnSUNQNVB2SHV3RRAB","staff","great"
"ChdDSUhNMG9nS0VJQ0FnSUMzcEpudjhRRRAB","gps location","wrong"
"ChdDSUhNMG9nS0VJQ0FnSUMzaHJtZS13RRAB","potatoes","huge"
"ChdDSUhNMG9nS0VJQ0FnSUQzcmR5eXRBRRAB","rice","hard"
"ChdDSUhNMG9nS0VJQ0FnSUQzaGVYZGhnRRAB","service","really good"
"ChdDSUhNMG9nS0VJQ0FnSUNQcU91bDlnRRAB","sandwich","beyond good"
"ChZDSUhNMG9nS0VJQ0FnSUN2aFAtWExBEAE","food and service","highly disappointed"
"ChZDSUhNMG9nS0VJQ0FnSUMzZ2ZTN05REAE","dishes","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUMzdGJ1Sm93RRAB","business","down hill"
"ChdDSUhNMG9nS0VJQ0FnSUNRNjVuZC1nRRAB","food","awesome"
"ChdDSUhNMG9nS0VJQ0FnSURQN2V2MjhBRRAB","customer service","bad"
"ChdDSUhNMG9nS0VJQ0FnSURQdEtxRjRBRRAB","employees","personable"
"ChdDSUhNMG9nS0VJQ0FnSUNQM3BUQV9RRRAB","staff","kind"
"ChdDSUhNMG9nS0VJQ0FnSURBNGRIY2xRRRAB","manager","hygienic"
"ChdDSUhNMG9nS0VJQ0FnSURQcnNyXy1BRRAB","product","fresh daily"
"ChRDSUhNMG9nS0VJQ0FnSUNQN3ZwQRAB","cinnamon sugar nuggets","fluffed"
"ChdDSUhNMG9nS0VJQ0FnSUMzNDRQbGdRRRAB","everything","clean"
"ChZDSUhNMG9nS0VJQ0FnSUMzbDR6ZERnEAE","menu","worth ordering"
"ChZDSUhNMG9nS0VJQ0FnSUN2bGF5S0lBEAE","tea","unsweet"
"ChdDSUhNMG9nS0VJQ0FnSUNQN2RLNm9nRRAB","location","love"
"ChZDSUhNMG9nS0VJQ0FnSUQzaU0yYkZBEAE","cashier HOPE","obligated"
"ChZDSUhNMG9nS0VJQ0FnSURQcHBuZFZ3EAE","experience","unpleasant"
"ChdDSUhNMG9nS0VJQ0FnSUNQMmR1dml3RRAB","pretzels","sitting out all day"
"ChdDSUhNMG9nS0VJQ0FnSUQzNmJHTnBRRRAB","experience","no rush"
"ChdDSUhNMG9nS0VJQ0FnSUN2eXZMMTRRRRAB","restaurant","clean"
"ChdDSUhNMG9nS0VJQ0FnSUMtdjhQSnBRRRAB","order","no knife"
"ChZDSUhNMG9nS0VJQ0FnSUQzOUxlYlpBEAE","staff","rude"
"ChdDSUhNMG9nS0VJQ0FnSUQzd2NHSzFBRRAB","food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUQzcTU3dDB3RRAB","tacos","tiny portions"
"ChdDSUhNMG9nS0VJQ0FnSUMzLW9DUW5nRRAB","chili chicken","yummy"
"ChdDSUhNMG9nS0VJQ0FnSUN2X1BPOHdnRRAB","staff","pleasant"
"ChZDSUhNMG9nS0VJQ0FnSUMzaE8zc2R3EAE","guys","nice"
"ChdDSUhNMG9nS0VJQ0FnSUNybzQ3d2xnRRAB","Chicken and Avocado flatbread","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUMzb191RERREAE","order","unknown reason"
"ChdDSUhNMG9nS0VJQ0FnSUN2b0lYOThnRRAB","guys working the line","exceptionally pleasant"
"ChdDSUhNMG9nS0VJQ0FnSUMzNUwtYzZBRRAB","Reuben sandwich","good"
"ChdDSUhNMG9nS0VJQ0FnSUNQNHZfUXRnRRAB","customer","blond"
"ChZDSUhNMG9nS0VJQ0FnSUNQdGRmVGFnEAE","20 min","wasted"
"ChdDSUhNMG9nS0VJQ0FnSUN2LVBySzFRRRAB","employee","unknown"
"ChdDSUhNMG9nS0VJQ0FnSURQLWUyNThBRRAB","chicken & rice","lacked flavor"
"ChRDSUhNMG9nS0VJQ0FnSUNQcWFNdxAB","food","hot"
"ChdDSUhNMG9nS0VJQ0FnSURQeHZyd2p3RRAB","food","great"
"ChdDSUhNMG9nS0VJQ0FnSURqZzRYTjRRRRAB","sandwich","smothered"
"ChdDSUhNMG9nS0VJQ0FnSURRZ0xpbXNBRRAB","service","great"
"ChZDSUhNMG9nS0VJQ0FnSUN2cGNqSlN3EAE","fruit cup","yucky"
"ChdDSUhNMG9nS0VJQ0FnSUN2NnZTUXB3RRAB","chili crisp chicken","very good"
"ChZDSUhNMG9nS0VJQ0FnSUMzNnE3dlV3EAE","African Americans","can eat out"
"ChdDSUhNMG9nS0VJQ0FnSUMzNmF2NWpRRRAB","price","downside"
"ChZDSUhNMG9nS0VJQ0FnSUQzbk95SUN3EAE","experience","bad"
"ChZDSUhNMG9nS0VJQ0FnSUN2LUxtYlJBEAE","potato","biggest"
"ChdDSUhNMG9nS0VJQ0FnSUQzcDl2UG9nRRAB","staff","refused"
"ChZDSUhNMG9nS0VJQ0FnSURQNGZLMVFnEAE","manager","nice"
"ChdDSUhNMG9nS0VJQ0FnSUNwaklXdGhRRRAB","staff","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUMzNDZYNXJRRRAB","customer service","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUN2dG92RW93RRAB","staff","respectful"
"ChZDSUhNMG9nS0VJQ0FnSUMzdk43dk53EAE","experience","poor"
"ChZDSUhNMG9nS0VJQ0FnSUM5cUk2M0VBEAE","deli","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUQzNHBHclhnEAE","drive through","narrow"
"ChdDSUhNMG9nS0VJQ0FnSUQzcHByb2dBRRAB","workers","rude"
"ChZDSUhNMG9nS0VJQ0FnSURQcTk2UFl3EAE","Robert Barnes","doesn't email back"
"ChdDSUhNMG9nS0VJQ0FnSUNQc3NyQThRRRAB","rice","dried"
"ChZDSUhNMG9nS0VJQ0FnSUMzdlB1S1ZREAE","pretzels","cold"
"ChZDSUhNMG9nS0VJQ0FnSURQNzdPeFZnEAE","pecan cheesecake pie","must to try"
"ChdDSUhNMG9nS0VJQ0FnSUQzNXE3TGlnRRAB","SEM","respectful"
"ChZDSUhNMG9nS0VJQ0FnSUNYOTVyaVVBEAE","manager","professional"
"ChdDSUhNMG9nS0VJQ0FnSUNQb2VEMDJ3RRAB","tater","over cooked"
"ChdDSUhNMG9nS0VJQ0FnSUN2Z0tfVDN3RRAB","total","expensive"
"ChdDSUhNMG9nS0VJQ0FnSURoM3RfYTdnRRAB","place","great"
"ChdDSUhNMG9nS0VJQ0FnSUMzbnRMYnNBRRAB","order","replaced"
"ChZDSUhNMG9nS0VJQ0FnSUNQd2VlQkdREAE","food","great"
"ChdDSUhNMG9nS0VJQ0FnSURQd2VmcmpnRRAB","staff","lovely"
"ChZDSUhNMG9nS0VJQ0FnSUMzNDl5QURREAE","kitchen staff","grumbling"
"ChdDSUhNMG9nS0VJQ0FnSURYZ1o3aTBBRRAB","place","great"
"ChdDSUhNMG9nS0VJQ0FnSUN2bk9YUGt3RRAB","item","barely cooked"
"ChZDSUhNMG9nS0VJQ0FnSUNQNXJ1eFpnEAE","tea","forgot"
"ChZDSUhNMG9nS0VJQ0FnSUQzaGFpQ1d3EAE","staff","rude"
"ChZDSUhNMG9nS0VJQ0FnSUMzdnV1blpBEAE","catering experience","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUQzM2JIVGtRRRAB","atmosphere","very blah"
"ChdDSUhNMG9nS0VJQ0FnSURQcWFtQTBBRRAB","manager","yelled"
"ChZDSUhNMG9nS0VJQ0FnSURTNzhQRWZBEAE","sandwich","favorite"
"ChdDSUhNMG9nS0VJQ0FnSUQzNHBpU2xBRRAB","meat","nasty"
"ChdDSUhNMG9nS0VJQ0FnSUQzbXVHUTl3RRAB","food","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUQzNnVfU1VBEAE","sandwiches","not special"
"ChZDSUhNMG9nS0VJQ0FnSUNQc29iMU93EAE","kids","happy"
"ChdDSUhNMG9nS0VJQ0FnSUNQb296RjV3RRAB","customer","disappointed"
"ChdDSUhNMG9nS0VJQ0FnSUNQdGUzQjV3RRAB","experience","disappointment"
"ChZDSUhNMG9nS0VJQ0FnSUN2bVp6MkVnEAE","store","cleanliness"
"ChdDSUhNMG9nS0VJQ0FnSUMzenRuV21BRRAB","chili","very good"
"ChZDSUhNMG9nS0VJQ0FnSUN2MXVXaElnEAE","environment","comfortable"
"ChdDSUhNMG9nS0VJQ0FnSUMzbzhtdG93RRAB","server","amazing"
"ChZDSUhNMG9nS0VJQ0FnSURQdjZuS1RREAE","unknown","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUMzdnZ5bWZ3EAE","staff","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUQzOTRuMzF3RRAB","tea","best"
"ChdDSUhNMG9nS0VJQ0FnSUMzX182M2pBRRAB","service","with a smile"
"ChZDSUhNMG9nS0VJQ0FnSURQcTk2UFl3EAE","location","issues"
"ChdDSUhNMG9nS0VJQ0FnSURQemRyNXRBRRAB","staff","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUQzbmRTUFR3EAE","food","10 outta 10"
"ChdDSUhNMG9nS0VJQ0FnSUMzMWE2ZXVBRRAB","roast beef and horseradish sandwich","tough"
"ChdDSUhNMG9nS0VJQ0FnSUNQNHVhaXJ3RRAB","service","disappointing"
"ChZDSUhNMG9nS0VJQ0FnSUQzNXR6Q1pBEAE","restaurant","clean"
"ChZDSUhNMG9nS0VJQ0FnSUMzaHZqUlNBEAE","order","voided"
"ChZDSUhNMG9nS0VJQ0FnSUQzOWRuQktBEAE","sandwiches","outstanding"
"ChdDSUhNMG9nS0VJQ0FnSUQzbk9peDdBRRAB","customer service","excellent"
"ChdDSUhNMG9nS0VJQ0FnSUQzaFlENm9nRRAB","ingredients","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUNQbVoyWmRBEAE","chips","chewy"
"ChdDSUhNMG9nS0VJQ0FnSUQzc3JYczBBRRAB","place","crowded"
"ChZDSUhNMG9nS0VJQ0FnSURQXzY2ZEJ3EAE","drinks","off"
"ChZDSUhNMG9nS0VJQ0FnSUMzdEx1RVF3EAE","employees","miserable"
"ChZDSUhNMG9nS0VJQ0FnSURQM01YamF3EAE","Sandwiches","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUNQdm83dklREAE","counter staff","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUNQcHBtTWdRRRAB","owner","horrified"
"ChdDSUhNMG9nS0VJQ0FnSUMzazR1M3hnRRAB","eating here","recommended"
"ChZDSUhNMG9nS0VJQ0FnSUMzemV2a2JREAE","service","welcome"
"ChZDSUhNMG9nS0VJQ0FnSURQbVlEamRnEAE","place","highly recommended"
"ChZDSUhNMG9nS0VJQ0FnSURQcV9TRkhBEAE","sugar plum iced tea","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUMzcHQzOUN3EAE","product","great"
"ChdDSUhNMG9nS0VJQ0FnSURYejd2SzlnRRAB","customer","thirsty"
"ChZDSUhNMG9nS0VJQ0FnSUQzM1piUWZBEAE","food","poorly assembled"
"ChZDSUhNMG9nS0VJQ0FnSUNQcHJHWFNREAE","sweet teas","refilled"
"ChdDSUhNMG9nS0VJQ0FnSUMzcDh1ZzRnRRAB","completion time","estimated"
"ChZDSUhNMG9nS0VJQ0FnSURQaDl5NU5nEAE","washer or screw, burrito","found"
"ChZDSUhNMG9nS0VJQ0FnSUNQbnQyRFlREAE","cookies","never given"
"ChdDSUhNMG9nS0VJQ0FnSURQbWFDV3FBRRAB","food","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQzeFlQbC1RRRAB","presentation","good"
"ChdDSUhNMG9nS0VJQ0FnSURQcS1PU3VBRRAB","people working","lots of"
"ChdDSUhNMG9nS0VJQ0FnSUMzMzlmRWhnRRAB","service","slow"
"ChZDSUhNMG9nS0VJQ0FnSUMzczVDSGRREAE","place","best"
"ChZDSUhNMG9nS0VJQ0FnSUN2NGNPdmF3EAE","ambiance","noisier"
"ChZDSUhNMG9nS0VJQ0FnSUMzb19TMkt3EAE","pretzels","tasty"
"ChdDSUhNMG9nS0VJQ0FnSUMzXzdlcjJ3RRAB","staff","rock"
"ChdDSUhNMG9nS0VJQ0FnSURQdWNERTJnRRAB","Dios","good"
"ChdDSUhNMG9nS0VJQ0FnSUNQbVp2NnFnRRAB","ground beef","raw"
"ChdDSUhNMG9nS0VJQ0FnSUQzdUxTRW5BRRAB","chips","cold"
"ChZDSUhNMG9nS0VJQ0FnSUMzdThmWkd3EAE","customer service","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUNQMVp1OWtBRRAB","Mexican food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUMzc2QtSjhnRRAB","owners","gratitude"
"ChdDSUhNMG9nS0VJQ0FnSUN2blk2bDdBRRAB","sandwiches","amazing"
"ChZDSUhNMG9nS0VJQ0FnSURQcmRmZ0lnEAE","bread","not toasted"
"ChdDSUhNMG9nS0VJQ0FnSURnbHVpWGhBRRAB","service","quick"
"ChdDSUhNMG9nS0VJQ0FnSUQzdmFTdnl3RRAB","set up","swiftly"
"ChdDSUhNMG9nS0VJQ0FnSUMzazZ6YXBRRRAB","prices","outrageous"
"ChdDSUhNMG9nS0VJQ0FnSURlcHZqeHRRRRAB","place","great"
"ChdDSUhNMG9nS0VJQ0FnSUQzd3BDU3RBRRAB","chips","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQzejlUdzBnRRAB","restaurant","clean"
"ChZDSUhNMG9nS0VJQ0FnSUNQcVlfT01nEAE","chipotle","cheaper"
"ChZDSUhNMG9nS0VJQ0FnSUNQcWNhTk5nEAE","McAlister's Club","5 stars"
"ChdDSUhNMG9nS0VJQ0FnSUNQNXJpTW5nRRAB","staff","knowledgeable"
"ChZDSUhNMG9nS0VJQ0FnSUNQM3BYVFRBEAE","food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUN2d003b2xnRRAB","aujus","good"
"ChdDSUhNMG9nS0VJQ0FnSUQzcFp1ejJ3RRAB","tables","dirty"
"ChdDSUhNMG9nS0VJQ0FnSUN2OXRfdy1nRRAB","cinnamon","not cooked well"
"ChZDSUhNMG9nS0VJQ0FnSUN2ak1ISVl3EAE","restaurant","filthy"
"ChZDSUhNMG9nS0VJQ0FnSURQenJpTUtREAE","food","correct"
"ChdDSUhNMG9nS0VJQ0FnSUN2eXVTVGpRRRAB","hard work","great"
"ChZDSUhNMG9nS0VJQ0FnSUMzbk5Pc0RREAE","staff","miserable"
"ChdDSUhNMG9nS0VJQ0FnSUQzd1BxZHNRRRAB","experience","strange"
"ChdDSUhNMG9nS0VJQ0FnSUMweHQyY3VnRRAB","dinner experience","nice"
"ChdDSUhNMG9nS0VJQ0FnSURydnJ2STRnRRAB","chicken","black"
"ChdDSUhNMG9nS0VJQ0FnSURQcHFHM3lRRRAB","choice of entrees","good"
"ChdDSUhNMG9nS0VJQ0FnSURnNjdUSnJRRRAB","apple crisp cookie","dry"
"ChdDSUhNMG9nS0VJQ0FnSUMzaXZLdW9nRRAB","customer service","excellent"
"ChZDSUhNMG9nS0VJQ0FnSUMzOE5EVk5nEAE","customer","greeted"
"ChZDSUhNMG9nS0VJQ0FnSURQX2JiQklBEAE","staff","bad"
"ChZDSUhNMG9nS0VJQ0FnSUNQaHYtQVJnEAE","staff","friendly"
"ChdDSUhNMG9nS0VJQ0FnSURQc3FfZzhnRRAB","restaurant","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUMzbkxLa3RRRRAB","balsamic flavor","watered down"
"ChdDSUhNMG9nS0VJQ0FnSURQM00yOV9BRRAB","receipt","charged for 2"
"ChdDSUhNMG9nS0VJQ0FnSUNQdFpXOHNnRRAB","",""
"ChZDSUhNMG9nS0VJQ0FnSURQaHFMMlJ3EAE","sandwiches","very good"
"ChZDSUhNMG9nS0VJQ0FnSUQzOXRmX1J3EAE","staff","worked with"
"ChdDSUhNMG9nS0VJQ0FnSUNQblp6dHZnRRAB","food","phenomenal"
"ChZDSUhNMG9nS0VJQ0FnSUN2eEpMWlVnEAE","establishment","closed"
"ChZDSUhNMG9nS0VJQ0FnSUN2cXJQZ0h3EAE","staff","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUQzN1otMXZnRRAB","adult","full grown"
